Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks,Monthly Revenue,Annual Burn Rate,Customer Acquisition Cost (CAC),Customer Lifetime Value (CLV),Active Users,Revenue Growth Rate (%),Funding Utilization (%),Profit Margin (%),Valuation at Funding,Operating Expenses
893,17/04/2017,Navia Life Care,Technology,Health Technology platform,New Delhi,Benori Ventures LLP,Seed Funding,,,,15712235,471,1458,99378,45.9%,61.0%,58.0%,307112295,1040715
894,17/04/2017,Raw Pressery,Food & Beverages,Raw Pressed Juices manufacturer,Mumbai,Jacqueline Fernandez,Seed Funding,,,4901419,,332,3446,1568318,28.8,58.0,64.5,,546366
895,17/04/2017,Snackible,Food & Beverages,Healthy Snacks manufacturer,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,"1,75,000",,3752131,9350949,166,4526,53374,22.3,101.2,48.3,47700344,961879
896,17/04/2017,Be U Salons,Consumer Internet,Online Salon discovery & Booking Services,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,"6,20,000",,3065487,"11,723,177",430,1860,"1,018,780",9.2,,-4.8,226831940,1234743
897,17/04/2017,Simulanis,Consumer Internet,eLearning & Skills Development plat,New Delhi,Village Capital,Seed Funding,,,2556380,3736074,370,797,377179,-3.2,118.5,8.9,340527323,942191
898,17/04/2017,LendingKart,Consumer Internet,Lending platform for small businesses,Ahmedabad,Anicut Capital,Private Equity,"46,50,000",,291411,1573449,145,328,,32.6,77.4,17.3%,245817079,"1,588,697"
899,18/04/2017,Innefu Security Consulting,Technology,Cyber Security solutions using AI,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,"20,00,000",,369602,15349297,,82,237241,24.2,113.7%,19.4,359532720,1583873
900,18/04/2017,Whodat,Technology,Markerless AR platform,Bangalore,Ideaspring Capital,Private Equity,"6,00,000",,3089218,19172653,493,1902,529487,4.0,108.2,-17.4,474353950,1226772
901,18/04/2017,Absentia VR,Technology,Virtual Reality Startup,Bangalore,Exfinity Venture Partners,Private Equity,"12,50,000",,41808,,476,2676,1051838,-9.7,61.4,-18.6,"493,037,387",
902,19/04/2017,IOTrek,Technology,IoT Platform for Bus,New Delhi,Undisclosed Investor,Seed Funding,"1,55,000",,230905,6170789,339,2472,755625,-19.5,81.3,-23.4,110971477,1146886
903,20/04/2017,HolaChef,Consumer Internet,Online Food Delivery,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,"30,00,000",,1111295,7224742,23,1234,400348,12.6,34.1,-0.7,90915381,456528
904,20/04/2017,Wooplr,eCommerce,Social Commerce\\xc2\\xa0 Fashion platform,Bangalore,Ankit Nagori,Private Equity,,,"4,423,045",7243555,118,3399,124637,7.0,72.7,2.0,298643022,1001442
905,21/04/2017,Video Ken,Consumer Internet,Video Based Collaborative Learning,Bangalore,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,"10,00,000",,2305472,14080869,179,4402,32195,35.7%,62.4%,-1.3%,153236459,
906,24/04/2017,Faasos,Food & Beverage,QSR chain and online food delivery,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,"63,00,000",,3553699,12510232,270,1202,383981,31.8,68.4,16.3,79619745,1865784
907,24/04/2017,Oyo Rooms,Consumer Internet,Branded Budget Hotels Aggregator,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,"25,00,00,000",,2069580,,434,3385,565315,12.8%,38.4,-24.6%,152562899,590649
908,24/04/2017,Toppr,Consumer Internet,Learning mobile app for students,Mumbai,WGG International,Private Equity,"32,00,000",,882176,18908793,424,2747,239864,10.4,106.6,-11.4,77391683,1405478
909,24/04/2017,Niramai,Healthcare,Breast Cancer Screening Solutions,Bangalore,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,,,1868359,7908397,,3450,1018455,-11.0,28.0,-9.0%,428382070,398660
910,25/04/2017,The Office Pass,Consumer Internet,CoWorking Spaces booking platform,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,"2,45,000",,476770,13287495,58,122,1771311,33.2,98.1,30.5,242273686,197173
911,25/04/2017,UrbanClap,Consumer Internet,Mobile Services Marketplace,Gurgaon,Trifecta Capital,Private Equity,"31,00,000",,3855860,10058354,141,3382,1428538,10.9,114.4,14.9,445261115,1989413
912,26/04/2017,Awfis,Consumer Internet,Collaborative co-Working Spaces,Mumbai,Sequoia India,Private Equity,"2,00,00,000",,933995,19099989,121,,614079,24.1,30.6,18.5,445759555,518141
913,26/04/2017,Myra,Consumer Internet,Online Pharmacy,Bangalore,"Times Internet,Matrix Partners",Private Equity,,,"1,894,356",7144751,449,3410,876845,35.5%,63.4,-13.3,134856308,1269517
914,26/04/2017,Flytxt,Technology,Customer data analytics software,Mumbai,DAH Beteiligungs GmbH,Private Equity,"1,10,00,000",,4900535,3833063,12,4210,1538907,0.7,78.5,11.0,57906183,526193
915,26/04/2017,Howdy Ventures,Consumer Internet,Public and Private Events creation app,Chennai,S. Xavier Britto,Seed Funding,"15,00,000",,2967976,7638887,,3748,1925432,,119.1,-9.4,67942652,668537
916,26/04/2017,StalkBuyLove,eCommerce,Online fashion marketplace,New Delhi,Trifecta Capital,Private Equity,"10,00,000",,"2,303,631",12414317,330,4925,1102822,,106.5%,-8.5,370226850,1537724
917,26/04/2017,ZipGo,Consumer Internet,Bus Pooling services platform,Bangalore,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,,,"2,724,203",19071937,57,3365,398985,23.9,61.4,19.2,339837311,549850
918,27/04/2017,Scootsy,Consumer Internet,On-Demand Food Delivery,Mumbai,"Agnus Capital, Khattar Holdings",Private Equity,"36,00,000",,3924723,16594689,344,2258,1734914,6.4,116.8%,-6.2,169994162,
919,27/04/2017,Autobix,Technology,Software Solutions for Auto Dealership,Pune,GardX International,Seed Funding,,,1287319,465342,292,4179,1028172,36.8,53.1,7.4%,252891181,834377
920,27/04/2017,eShiksha,Technology,Education Institution Management Solutions,Jaipur,Cross Border Angels & Experts,Seed Funding,,,3189313,10229586,6,3489,59466,5.8%,54.0%,3.3%,77411633,
921,27/04/2017,iNurture,Consumer Internet,Online Educational courses,Bangalore,BlackSoil Capital Pvt. Ltd,Private Equity,"15,00,000",,4366003,"3,266,555",115,2812,506442,18.5,70.6,-19.4,116154889,1548753
922,28/04/2017,Sepalika,Consumer Internet,Healthcare related content platform,New Delhi,Accel Partners,Seed Funding,"7,50,000",,2870617,7307256,177,2914,1065357,0.6,98.0,-4.4,,1196456
923,28/04/2017,Mintwalk,Consumer Internet,Financial advisory mobile app,Mumbai,Poshika Financial Ecosystem,Seed Funding,,,2243769,18884534,111,1785,1613355,11.7%,39.2%,-4.0,180408387,1528565
924,29/04/2017,Qriyo,Consumer Internet,Tutor Discovery & Booking platform,Jaipur,NB Ventures,Private Equity,,,,19696694,291,3087,1704160,6.5%,94.2%,0.5,261717733,1609442
925,01/03/2017,Ola,Consumer Internet,App based cab aggregator,Bangalore,SoftBank Group Corp,Private Equity,"33,00,00,000",,1256481,3158170,309,,375598,-3.0,20.3,-35.1,406491817,1130401
926,01/03/2017,Belong,Consumer Internet,Online Jon Portal,Bangalore,Sequoia Capital India,Private Equity,"1,00,00,000",,4731201,2905648,88,,1445656,16.9,,-8.2,139262663,917524
927,01/03/2017,Seenit,Consumer Internet,AI based Fashion Search Portal,Kolkata,"Calcutta Angels Network (CAN), Augment Ventures",Seed Funding,,,2715474,13956611,66,2229,1923206,-0.8,117.4,32.8,14276450,1643238
928,01/03/2017,Paalak,ECommerce,Fresh Produce Selling portal,New Delhi,"Vishwadeep Bajaj, Harsh Kundra, Nandkumar Rane, LN Buddharaju, Anupam Tyagi",Seed Funding,,,1520686,8277497,329,4751,1597670,23.5,85.6%,20.9,56545161,1370337
929,02/03/2017,Celes Care,Consumer Internet,Women Healthcare & Information portal,Hyderabad,"Ventureast, Endiya Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,"15,00,000",,2103474,8713361,237,1695,"1,433,241",5.9,66.3,0.0,428983115,1061333
930,02/03/2017,Karomi,Technology,Packaging Artwork Management software,Chennai,Ideaspring Capital,Seed Funding,"5,00,000",,"2,898,525","17,480,137",136,3403,1591930,,93.2,-19.5,405415646,224942
931,02/03/2017,Red Carpet,Consumer Internet,Micro Lending platform,Gurgaon,Lightspeed Venture Partners,Private Equity,"25,00,000",,2696984,18419878,131,2106,1113774,24.4,63.5,12.5,222695450,1595431
932,02/03/2017,Kreate Konnect,Technology,End-to-End Seller e-commerce solutions Provider,Vadodara,Langoor,Seed Funding,,,3504884,18019566,24,,1213056,24.8%,30.7,34.2,208436758,105382
933,02/03/2017,CreditMantri,Consumer Internet,Online Credit score & lending platform,Chennai,Quona Capital,Private Equity,"76,00,000",,1302313,15681316,427,1955,,57.1,69.8%,47.9%,277550553,1605243
934,03/03/2017,Lets Endorse,Consumer Internet,Online Ecosystem of social innovators,Bangalore,"Chandigarh Angels Network, Social Alpha and other unnamed angel investors",Seed Funding,,,3253181,19609603,421,4797,1911242,12.4,115.5,-3.1,258845474,1124517
935,03/03/2017,Tydy,Technology,Employee Onboarding and Engagement platform,Bangalore,"Bhupen Shah, Jayesh Parekh, Sanjay Sathe",Seed Funding,"2,75,000",,2224532,14425239,279,600,725004,15.7%,47.3%,-16.5%,"67,504,701",1129608
936,03/03/2017,Nactus,Consumer Internet,Professional Tutors discovery & booking mobile app,Jaipur,"Sandeep Aggarwal, Gautam Chhaochharia, R Balachandar",Seed Funding,,,4704160,17708467,177,3356,1553458,21.6%,25.3%,22.0,,1914111
937,03/03/2017,Oho Shop,Technology,eCommerce Mobile App Builder,Ahmedabad,"Bennett, Coleman and Company Ltd",Private Equity,"67,00,000",,806455,10853541,111,4161,42150,32.4,94.1,,41808058,374405
938,03/03/2017,Emojifi,Consumer Internet,Mobile App for live emoji,Hyderabad,Undisclosed angel investors,Seed Funding,,,759226,1114044,157,967,837328,31.1,65.4%,10.3%,298695480,
939,03/03/2017,Paytm Marketplace,ECommerce,ECommerce Marketplace,Bangalore,Alibaba,Private Equity,"20,00,00,000",,"2,319,059",16347521,463,3794,1830256,18.4,53.5,-5.9,178317365,1472436
940,04/03/2017,iGenetics,Healthcare,Health Diagnostic Solutions,Mumbai,CDC Group Plc,Private Equity,"1,95,00,000",,"2,551,596",18602353,,3201,486691,11.3,68.8,-22.7%,299807955,1809740
941,06/03/2017,Juno Clinic,Consumer Internet,Online Counseling Platform,Mumbai,Atul Nishar,Seed Funding,"12,00,000",,3460558,6315072,412,1720,1589895,28.9,113.0%,26.9%,114947206,1669294
942,06/03/2017,Summerlabel,Consumer Internet,Fashion and Lifestyle discovery platform,Gurgaon,"Aneesh Seth, Tushar Mittal",Seed Funding,"1,50,000",,2032091,8620527,155,924,1004972,10.5,45.0,32.4%,182028893,1382066
943,06/03/2017,PickMe,Consumer Internet,Gadget Insurance & Repair Services platform,Mumbai,SIDBI Venture Capital Fund,Private Equity,"17,90,000",,4570305,11485053,136,,269802,-13.8%,40.1,1.0,200976772,1067590
944,07/03/2017,Agrostar,Technology,Direct-to-Farmer Mobile-Based Retail platform,Pune,Accel Partners,Private Equity,"1,00,00,000",,2381360,13067221,405,1025,212978,-18.0,73.4%,52.8,88474016,1816048
945,07/03/2017,Zapr,Technology,"DSP, TV Analytics & Cross-Platform advertising",Bangalore,Star India Pvt Ltd,Private Equity,"1,00,00,000",,664095,13527554,480,4749,244247,6.1,66.3,15.9,475768183,1419203
946,07/03/2017,Data Resolve,Technology,Cyber Security Solutions,Noida,IDFC Parampara Early Stage Opportunities Fund,Private Equity,"10,00,000",,613703,7946089,495,3258,930917,,35.0%,5.6,327060515,1115225
947,07/03/2017,Book Servicing,Consumer Internet,Online Vehicle Services Booking platform,New Delhi,National Science and Technology Entrepreneurship Development Board,Seed Funding,"30,000",,4867561,17102845,137,4290,616270,61.4,78.1,-19.6%,270083013,982789
948,07/03/2017,Blowhorn,Consumer Internet,Intra-City Logistics provider,Bangalore,"IDG Ventures India, Michael & Susan Dell Foundation, Draper Associates, Unitus Seed Fund",Private Equity,"36,50,000",,687791,16291994,297,1516,1789252,9.6%,77.4,,150691139,666267
949,08/03/2017,Rivigo,Logistics,Technology Enabled Logistics Company,Gurgaon,Private Sector Banks (Debt Funding),Private Equity,"1,50,00,000",,4740298,18851128,149,,1526302,12.9,80.5,-2.8,482933349,22925
950,08/03/2017,PipeCandy,Technology,Intelligent Sales Prospecting Platform,Chennai,"IDG ventures, Axilor Ventures, Emergent Ventures, Indian Angel Network",Seed Funding,"11,00,000",,,11560793,100,3294,286183,3.9,61.4,19.2,99439000,1437022
951,08/03/2017,Supr Daily,Consumer Internet,Subscription based Home Delivery Platform,Mumbai,Y Combinator,Seed Funding,"1,20,000",,485177,1641425,196,1887,1006379,24.4%,49.0,68.3%,450480337,1564532
952,08/03/2017,Parentune,Consumer Internet,Online Community for Parents,Gurgaon,"Kae Capital, SEGNEL Ventures",Private Equity,,,1537428,,35,2773,1531532,17.6%,52.8,11.7%,442447871,115197
953,09/03/2017,AppBrowzer,Consumer Internet,Instant Mobile Apps Store,Bangalore,Deepak Gurnani,Seed Funding,"5,00,000",,,1681870,86,"2,313",1308454,-0.8,103.4,24.8,173188328,908889
954,09/03/2017,MagicBricks,Consumer Internet,Online Real Estate Portal,Mumbai,Times Internet Ltd,Private Equity,"45,00,000",,2150958,3956052,299,1641,18853,-8.2,82.5%,-10.7%,91885680,670273
955,10/03/2017,PeeBuddy,Healthcare,Female Hygiene product manufacturer,New Delhi,Indian Angel Network,Seed Funding,"4,43,000",,3932190,5774978,345,,12487,4.0,59.8%,15.2%,395763544,1928484
956,10/03/2017,iOrderFresh,ECommerce,Online fresh fruits and grocery store,New Delhi,Singapore Angel Network,Seed Funding,,,3062717,3781163,,2529,1167595,-4.9%,,11.9,448500532,1644822
957,10/03/2017,Lavelle Networks,Technology,SDN Solutions,Bangalore,Ideaspring Capital,Seed Funding,"6,00,000",,2015904,14502453,280,3192,1847416,7.4%,55.0,-13.6,90270237,66754
958,10/03/2017,PropertyShare,Consumer Internet,Fractional Proerty Ownership & Rental platform,Bangalore,"Asuka, Pravega Ventures, BEENEXT",Seed Funding,,,3180453,8863498,383,3377,101119,14.8,106.3%,43.5%,459439052,825876
959,14/03/2017,MyDermacy,Consumer Internet,Online Dermatology consultation platform,New Delhi,Cyber Carrier,Private Equity,,,4857883,4464617,447,3407,331455,2.0,92.8,6.6%,232891352,1738634
960,15/03/2017,LatestOne,eCommerce,Tech Accessories e-tailer,Hyderabad,"Florintree, Mathew Cyriac, Chidambaram Palaniappan, Bharat Sheth",Private Equity,"33,50,000",,2070818,194555,286,1684,377382,41.1,30.1,37.6,381021811,1311000
961,15/03/2017,Frapperz,Consumer Internet,On-demand home services provider,Kolkata,Undisclosed Investor,Seed Funding,"1,00,000",,784149,4406194,124,3847,637870,35.2,25.6%,10.2,350581579,282141
962,16/03/2017,mPaani,Consumer Internet,Loyalty rewards app,Mumbai,"IDG Ventures, Blume Ventures, Saha Fund,",Private Equity,"13,50,000",,,13887773,357,1136,1780731,7.4%,23.3%,1.7%,436540664,861470
963,16/03/2017,ShilpMIS,Technology,Virtual Reality platform,Surat,"Puneet Gupta, Nimitt Desai & Others",Seed Funding,,,4203772,15906438,89,4744,1894306,-7.3%,22.8,-9.5,104965271,169971
964,16/03/2017,POPxo,Consumer Internet,Digital Media publication for women,New Delhi,"GREE Ventures, Kalaari Capital and IDG Ventures India, Summit Media, Atul Goel, and Gurpreet Singh",Private Equity,"31,00,000",,1103790,5991469,73,4056,613083,11.4%,69.7,1.2%,202842576,490399
965,16/03/2017,Fitso,Consumer Internet,Fitness Mobile App,Gurgaon,"Sujeet Kumar, Bhupender Singh, Yashish Dhaiya",Seed Funding,"2,00,000",,4746730,1557555,182,"2,779",1465813,9.3,38.1%,,272859369,817060
966,17/03/2017,FarMart,Technology,Farming rental equipment provider,Gurgaon,Indian Angel Network,Seed Funding,,,2949765,11190256,167,942,20176,10.7%,87.5%,-12.5%,81717872,1748248
967,21/03/2017,Flipkart,eCommerce,ECommerce Marketplace,Bangalore,"Microsoft, eBay, Tencent Holdings",Private Equity,"1,40,00,00,000",,3015835,15679640,77,4525,1022182,4.0%,68.3,26.7%,"63,693,106",371200
968,21/03/2017,Airpay,Technology,Online payment Gateway,Mumbai,"Kalaari Capital, Rakesh and Rajesh Jhunjhunwala",Private Equity,"36,70,000",,1598863,1493070,30,"2,794",1255620,-9.0%,29.3,2.2,349524424,1054141
969,21/03/2017,MyGlamm,Consumer Internet,On-Demand Beauty Services,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,"53,00,000",,4603876,15931279,473,4083,1725845,12.7,20.6,24.7,411228872,1314640
970,22/03/2017,The Mons Co.,eCommerce,Pregnancy & Baby Care etailer,New Delhi,"Shripad Nadkarni, Nandu Nandkishore",Seed Funding,,,199577,,340,185,1643526,5.0%,23.7,15.2,320394710,1545992
971,22/03/2017,Haqdarshak,Consumer Internet,Tech-Enabled Social Enterprise,Bangalore,"Ravi Saxena, Sandeep Raju,",Seed Funding,"1,91,000",,1507383,12494897,360,1722,122618,6.8,73.3,-23.3%,291045275,1216639
972,23/03/2017,Ixigo,Consumer Internet,Online Travel Search Engine,Gurgaon,"Sequoia Capital, Kinzon Capital",Private Equity,"1,50,00,000",,2103632,1122324,37,1533,826254,13.9%,78.7,14.1,161350195,270038
973,23/03/2017,Markets and Markets,Technology,Marketing Research Company,Pune,"FTV Capital, Zodius Capital",Private Equity,"5,60,00,000",,2396831,6182686,399,4077,152678,10.6,55.3,64.1%,438008223,1674600
974,24/03/2017,Bizom,Technology,supply chain automation platform,Bangalore,Ojas Ventures,Seed Funding,"3,82,000",,2381180,2863847,185,2349,19118,13.4,27.9%,17.7,371021075,
975,24/03/2017,BabyonBoard,Consumer Internet,Parenting Mobile App,Bangalore,"Mahavir Sharma, Vishal Jain, Rohit Sethi, Gaurav Luniya",Seed Funding,,,756663,4372966,,630,310406,4.1,113.5,33.2%,244023086,1701802
976,24/03/2017,Delhivery,Technology,Tech enabled Fulfilment & Logistics Solutions,New Delhi,"Carlyle Group, Tiger Global",Private Equity,"10,00,00,000",,1143452,15490682,247,3095,1866069,19.2%,60.6,17.4,320287232,380508
977,27/03/2017,Sport Flashes,Consumer Internet,Sports Based Online Media portal,New Delhi,"Vikas Bajaj, Amit Kharbanda,",Seed Funding,,,494305,4654045,125,835,529215,-2.4,62.9%,29.7,394216653,591800
978,28/03/2017,Fynd,ECommerce,Online fashion marketplace,Mumbai,Venture Catalysts,Private Equity,"5,00,000",,2870840,965639,134,2260,1479129,-9.8%,58.1,-8.0,77707578,126421
979,28/03/2017,Wigzo,Technology,Enterprise Automation suite,New Delhi,3one4 capital,Private Equity,,,1767326,4374905,74,4962,1418088,-5.8,25.9,7.0%,282898992,1547626
980,28/03/2017,DoneThing,Consumer Internet,On-demand Personal Assistant service,Gurgaon,Brand Capital,Private Equity,"3,00,000",,2837544,1826414,415,,1734998,-1.5,91.0,32.0,101449815,436197
981,29/03/2017,Zapyle,ECommerce,Luxury Fashion Marketplace,Bangalore,Undisclosed Investors,Seed Funding,,,2956777,12494733,217,,,-13.8,86.5,,181136591,1881897
982,29/03/2017,Ithaka,Consumer Internet,Vacation Trip Planning platform,Mumbai,"Ankit Gupta, Puneet Motihar",Seed Funding,"3,25,000",,3515970,19459531,391,249,1950372,-21.9%,36.4,36.8%,331303502,1253533
983,29/03/2017,perpule,eCommerce,Self-Checkout ECommerce App,Bangalore,KStart Capital,Seed Funding,"6,50,000",,2744237,3437055,415,2330,852146,22.1,46.9%,-15.1%,401793041,647911
984,29/03/2017,Byju\\xe2\\x80\\x99s,Consumer Internet,Online Education Platform,Bangalore,Verlinvest,Private Equity,,,3246783,14604287,87,4791,1575106,37.5,74.7,11.5,,920643
985,29/03/2017,Licious,ECommerce,Online Meat Ordering platform,Bangalore,"Mayfield India, 3one4 Capital, Sistema Asia Fund, Neoplux Technology Fund",Private Equity,"1,00,00,000",,,7317856,168,4757,,23.2,57.7,3.5,"456,639,004",722606
986,29/03/2017,Medinfi,Consumer Internet,Doctor & Hospital search Platform,Bangalore,"Vinod Martin, Hemant Kaul, Prof. Ram Kumar Kakani & Others",Seed Funding,"50,000",,3269116,"1,529,323",66,4818,1087023,2.3,119.8,76.0,17907432,194699
987,30/03/2017,Indus OS,Technology,Mobile OS creator,Mumbai,"JSW Ventures, VenturEast",Private Equity,,,"3,090,886",13788948,9,1841,634389,-22.3,69.6%,0.3,106704350,314088
988,30/03/2017,Emflux Motors,Technology,Electric Motorcycle manufacturer,Bangalore,"Meher Roy, Nikhil Arora, Meet Kanodia, Krit Sankalp, Nitish Singh, Risabh Gupta",Seed Funding,,,1594746,4277015,493,373,317869,15.8,108.2,20.5,128242144,1074603
